system,dataset,repeat,MAPE,MAE,RMSE
batlik,jelly.csv,14,0.16937644437466906,0.3306553681034652,0.46893755028817374
batlik,jelly.csv,15,0.16989405851229097,0.3110161046401049,0.4110211919921173
batlik,jelly.csv,16,0.1740385729548535,0.3297862694471199,0.45319917115444636
batlik,jelly.csv,17,0.1728376821845371,0.3194631500428625,0.42013648756858485
batlik,jelly.csv,18,0.17756351219739264,0.34026942590613474,0.46065858518905584
batlik,jelly.csv,19,0.17355221212362182,0.3268802970835701,0.43979484330615487
batlik,jelly.csv,20,0.17175993524654484,0.3270539920339823,0.450567412596824
batlik,jelly.csv,21,0.16392952875040198,0.3234124697472684,0.4542076204252092
batlik,jelly.csv,22,0.16435376982644312,0.31998465751125826,0.44163198143673443
batlik,jelly.csv,23,0.1653028183896105,0.31972000518130844,0.42747146874242853
batlik,jelly.csv,24,0.16196521017891538,0.32467822601519347,0.46242747382387367
batlik,jelly.csv,25,0.17475824958463748,0.31755596995011603,0.4215333300993283
batlik,jelly.csv,26,0.16976755279808092,0.3264350761938355,0.44642664459066694
batlik,jelly.csv,27,0.1732494029857362,0.3351307793203262,0.4616732257848488
batlik,jelly.csv,28,0.1717554164238284,0.3412287909904539,0.48101178444719606
batlik,jelly.csv,29,0.1614671126691792,0.3188567773120826,0.45039587035625706
batlik,karte.csv,0,0.14962233542902725,1.4829193831019778,1.8934002106776986
batlik,karte.csv,1,0.1516732306635586,1.4934427499216,1.9130179170569002
batlik,karte.csv,2,0.1510746286627067,1.5022676386325982,1.8929286860064733
